GeneName,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
Sp100,6.2E+03,4.9E+03,4.4E+03,3.4E+03,3.9E+03,4.4E+03,4.3E+03,2.7E+03
Sp100,1.1E+04,1.2E+04,1.3E+04,1.3E+04,1.1E+04,1.1E+04,1.4E+04,1.4E+04
Sp100,1.3E+04,8.9E+03,6.1E+03,7.0E+03,9.4E+03,8.0E+03,6.0E+03,6.3E+03
Sp100,1.0E+04,1.0E+04,9.4E+03,1.1E+04,9.6E+03,1.0E+04,1.0E+04,9.6E+03
Sp100,1.2E+04,1.1E+04,9.7E+03,8.9E+03,1.1E+04,1.1E+04,8.9E+03,1.0E+04
Sp100,1.4E+04,1.1E+04,1.0E+04,1.9E+04,6.0E+03,5.0E+03,3.3E+03,3.3E+03
Sp100,1.6E+04,1.2E+04,1.1E+04,9.5E+03,1.4E+04,1.5E+04,8.2E+03,8.1E+03
Sp100,4.8E+03,5.3E+03,5.5E+03,5.8E+03,5.1E+03,5.3E+03,6.0E+03,5.7E+03
Sp100,7.4E+03,8.0E+03,4.6E+03,7.3E+03,5.0E+03,4.1E+03,4.3E+03,4.5E+03
Sp100,7.5E+03,7.0E+03,5.6E+03,6.5E+03,7.2E+03,6.6E+03,6.0E+03,6.2E+03
Sp100,8.9E+03,8.7E+03,7.1E+03,8.1E+03,8.3E+03,9.2E+03,7.0E+03,7.7E+03
Sp100,9.5E+03,8.2E+03,7.6E+03,7.0E+03,7.9E+03,8.1E+03,8.2E+03,7.8E+03
Sp100,5.6E+03,5.1E+03,4.2E+03,5.3E+03,5.3E+03,5.3E+03,7.5E+03,6.6E+03
Sp100,9.5E+03,7.6E+03,4.1E+03,6.5E+03,6.1E+03,6.5E+03,5.5E+03,3.8E+03
Sp100,5.5E+03,6.0E+03,5.4E+03,5.5E+03,6.5E+03,6.2E+03,5.6E+03,6.1E+03
Sp100,1.3E+04,1.0E+04,7.0E+03,8.9E+03,1.1E+04,1.1E+04,7.7E+03,7.5E+03
Sp100,4.6E+04,3.3E+04,2.5E+04,2.5E+04,3.3E+04,3.9E+04,2.2E+04,1.8E+04
Sp100,1.5E+04,1.1E+04,8.5E+03,9.7E+03,1.3E+04,1.2E+04,7.1E+03,7.7E+03
Sp100,1.3E+04,1.2E+04,8.2E+03,9.0E+03,1.1E+04,1.2E+04,9.1E+03,9.0E+03
Sp100,7.8E+03,9.3E+03,8.1E+03,1.1E+04,9.0E+03,8.9E+03,1.3E+04,1.3E+04
Sp100,2.0E+04,1.8E+04,1.6E+04,1.6E+04,2.0E+04,1.9E+04,1.6E+04,1.5E+04
Sp100,2.7E+04,3.8E+04,2.3E+04,3.4E+04,2.0E+04,2.5E+04,1.5E+04,2.0E+04
Sp100,3.0E+04,2.5E+04,2.3E+04,2.3E+04,2.7E+04,2.7E+04,2.1E+04,2.3E+04
Sp100,2.1E+04,2.1E+04,1.6E+04,2.0E+04,1.8E+04,1.7E+04,1.7E+04,1.8E+04
Sp100,1.8E+05,2.0E+05,1.6E+05,1.9E+05,1.5E+05,1.4E+05,1.4E+05,1.3E+05
Sp100,1.3E+05,1.4E+05,1.1E+05,1.4E+05,1.1E+05,1.1E+05,9.4E+04,9.1E+04
Sp100,4.4E+04,4.0E+04,3.7E+04,3.8E+04,4.1E+04,4.0E+04,3.5E+04,3.5E+04
Sp110,4.7E+03,5.5E+03,7.6E+03,7.3E+03,6.6E+03,6.3E+03,4.8E+03,5.6E+03
Sp110,2.9E+03,2.9E+03,1.1E+03,3.6E+03,3.3E+03,2.3E+03,3.6E+03,5.9E+03
Sp110,4.4E+03,4.2E+03,5.2E+03,6.0E+03,5.7E+03,4.9E+03,6.1E+03,5.9E+03
Sp110,5.0E+03,5.3E+03,6.0E+03,5.0E+03,4.8E+03,4.4E+03,3.3E+03,3.6E+03
Sp110,1.5E+04,1.8E+04,1.5E+04,2.2E+04,1.2E+04,1.2E+04,1.1E+04,1.1E+04
Sp110,5.2E+03,4.3E+03,5.7E+03,7.5E+03,6.1E+03,6.3E+03,5.0E+03,4.8E+03
Sp110,6.1E+03,7.0E+03,7.2E+03,8.4E+03,6.6E+03,7.0E+03,5.6E+03,6.7E+03
Sp110,6.0E+03,6.0E+03,6.8E+03,7.0E+03,6.0E+03,6.2E+03,6.2E+03,5.8E+03
Sp110,1.4E+04,1.6E+04,1.5E+04,1.8E+04,1.6E+04,1.8E+04,1.7E+04,1.7E+04
Sp110,1.1E+05,1.0E+05,9.9E+04,1.1E+05,9.7E+04,9.8E+04,9.6E+04,9.2E+04
Sp110,1.1E+04,1.3E+04,1.1E+04,1.5E+04,8.6E+03,9.3E+03,8.2E+03,8.7E+03
Sp110,8.8E+03,8.7E+03,1.0E+04,1.3E+04,1.1E+04,1.1E+04,1.0E+04,1.1E+04
Sp110,2.9E+04,3.1E+04,3.2E+04,3.7E+04,3.4E+04,3.3E+04,3.1E+04,3.2E+04
Sp4,5.2E+04,4.9E+04,5.5E+04,5.7E+04,4.9E+04,4.5E+04,4.2E+04,4.3E+04
Sp4,4.1E+04,3.9E+04,3.3E+04,3.9E+04,3.5E+04,3.6E+04,3.3E+04,3.3E+04
Sp4,1.1E+04,1.3E+04,2.1E+03,1.5E+04,9.6E+03,8.4E+03,7.4E+03,8.7E+03
Sp4,1.2E+04,1.2E+04,3.1E+03,1.9E+04,7.8E+03,7.3E+03,6.4E+03,6.3E+03
Sp4,8.5E+03,6.9E+03,4.6E+03,7.9E+03,4.8E+03,5.9E+03,6.8E+03,6.7E+03
Sp4,4.2E+03,3.7E+03,2.6E+03,5.4E+03,3.7E+03,4.3E+03,3.8E+03,4.8E+03
Sp4,6.3E+03,8.2E+03,2.5E+03,9.0E+03,6.0E+03,6.9E+03,4.1E+03,6.1E+03
Sp4,2.9E+04,3.0E+04,9.7E+03,3.8E+04,2.2E+04,2.3E+04,1.9E+04,2.1E+04
Sp4,9.2E+04,1.0E+05,2.8E+04,1.2E+05,6.9E+04,7.8E+04,5.9E+04,6.5E+04
Spag7,4.1E+03,4.0E+03,4.1E+03,4.2E+03,4.4E+03,4.3E+03,5.7E+03,5.5E+03
Spag9,2.2E+04,2.0E+04,2.4E+04,2.3E+04,2.1E+04,1.9E+04,2.1E+04,2.1E+04
Spag9,4.8E+04,3.5E+04,6.8E+04,5.6E+04,9.9E+04,8.4E+04,4.3E+04,5.8E+04
Spag9,5.2E+04,5.2E+04,4.2E+04,4.9E+04,5.5E+04,6.1E+04,5.8E+04,6.6E+04
Spag9,3.5E+03,4.0E+03,2.8E+03,3.1E+03,4.0E+03,3.1E+03,4.0E+03,5.7E+03
Spag9,8.9E+03,6.1E+03,8.5E+03,1.1E+04,1.4E+04,1.6E+04,9.6E+03,1.1E+04
Spag9,1.9E+04,1.9E+04,2.1E+04,2.3E+04,2.1E+04,2.0E+04,2.1E+04,2.3E+04
Spag9,5.7E+03,5.5E+03,5.1E+03,7.7E+03,6.8E+03,6.2E+03,7.0E+03,7.7E+03
Spag9,1.1E+04,8.0E+03,1.2E+04,9.0E+03,1.1E+04,1.1E+04,8.1E+03,9.0E+03
Spag9,3.2E+04,2.2E+04,4.1E+04,3.5E+04,4.9E+04,4.4E+04,3.1E+04,3.4E+04
Spata2l,4.2E+03,6.7E+03,3.4E+03,4.6E+03,3.5E+03,4.9E+03,2.6E+03,5.3E+03
Spata5,4.1E+04,4.0E+04,4.0E+04,4.0E+04,4.3E+04,4.6E+04,5.8E+04,5.4E+04
Spata6,1.5E+04,1.1E+04,1.2E+04,1.2E+04,1.1E+04,9.7E+03,8.2E+03,8.7E+03
Spata6,5.7E+03,6.1E+03,4.6E+03,5.7E+03,5.2E+03,5.2E+03,6.0E+03,6.7E+03
Spatc1l,5.2E+03,4.5E+03,8.0E+03,4.8E+03,6.4E+03,5.3E+03,6.4E+03,6.0E+03
Spats1,7.8E+03,7.9E+03,5.2E+03,6.1E+03,7.5E+03,5.9E+03,8.6E+03,6.5E+03
Spdl1,2.5E+04,2.4E+04,4.3E+04,3.2E+04,4.0E+04,3.9E+04,3.4E+04,4.3E+04
Specc1,1.2E+05,1.3E+05,1.2E+05,1.3E+05,1.1E+05,1.2E+05,1.2E+05,1.2E+05
Specc1l,5.3E+03,4.7E+03,5.1E+03,5.7E+03,6.4E+03,6.3E+03,6.4E+03,6.1E+03
Spef2,8.3E+03,8.1E+03,7.7E+03,8.9E+03,1.1E+04,9.1E+03,1.0E+04,1.0E+04
Speg,1.5E+04,1.3E+04,1.6E+04,1.8E+04,1.4E+04,1.3E+04,7.5E+03,1.0E+04
Speg,8.1E+03,7.3E+03,7.0E+03,8.3E+03,8.1E+03,8.2E+03,5.6E+03,5.8E+03
Spen,1.7E+04,1.7E+04,1.7E+04,2.3E+04,3.7E+04,3.0E+04,2.7E+04,3.2E+04
Spen,1.4E+04,1.2E+04,1.0E+04,1.3E+04,1.4E+04,1.5E+04,1.6E+04,1.7E+04
Spen,5.6E+03,6.3E+03,1.2E+03,5.4E+03,5.1E+03,5.5E+03,6.2E+03,6.4E+03
Spen,6.7E+04,6.5E+04,5.2E+04,7.5E+04,6.7E+04,6.3E+04,7.6E+04,7.5E+04
Spen,6.6E+03,6.5E+03,4.9E+03,6.6E+03,8.7E+03,6.3E+03,5.8E+03,6.0E+03
Spen,7.7E+03,8.4E+03,7.9E+03,1.0E+04,8.0E+03,8.9E+03,9.0E+03,7.2E+03
Spen,1.5E+04,1.5E+04,1.3E+04,1.6E+04,1.5E+04,1.6E+04,1.7E+04,1.9E+04
Spen,3.0E+03,3.3E+03,3.8E+03,3.7E+03,5.0E+03,3.4E+03,2.9E+03,3.5E+03
Spen,2.3E+04,2.5E+04,2.4E+04,2.8E+04,3.2E+04,3.0E+04,2.8E+04,2.9E+04
Spen,6.3E+03,6.0E+03,3.8E+03,5.1E+03,5.3E+03,6.4E+03,7.6E+03,9.5E+03
Spen,7.4E+03,9.6E+03,4.3E+03,9.0E+03,8.9E+03,9.1E+03,1.1E+04,1.1E+04
Spen,1.9E+04,1.7E+04,1.2E+04,1.9E+04,2.5E+04,2.2E+04,2.5E+04,2.6E+04
Spen,4.9E+03,3.8E+03,4.9E+03,4.4E+03,5.2E+03,6.3E+03,4.7E+03,6.9E+03
Spen,6.8E+03,6.4E+03,4.9E+03,7.7E+03,7.4E+03,6.8E+03,6.4E+03,7.5E+03
Spen,9.8E+03,1.1E+04,6.1E+03,9.5E+03,9.2E+03,9.5E+03,9.5E+03,1.0E+04
Spen,6.9E+03,6.7E+03,4.2E+03,4.9E+03,6.0E+03,4.7E+03,4.5E+03,5.5E+03
Spen,3.3E+03,3.6E+03,2.3E+03,3.2E+03,3.4E+03,4.1E+03,4.6E+03,4.3E+03
Spg7,7.6E+04,7.5E+04,7.4E+04,7.5E+04,6.8E+04,6.8E+04,6.8E+04,6.5E+04
Sphk2,8.8E+03,8.3E+03,8.9E+03,8.9E+03,8.5E+03,9.1E+03,1.0E+04,8.5E+03
Sphkap,4.9E+04,5.0E+04,4.8E+04,4.5E+04,4.9E+04,4.8E+04,4.0E+04,3.9E+04
Spice1,2.7E+04,2.5E+04,2.9E+04,3.1E+04,2.5E+04,2.8E+04,2.6E+04,2.6E+04
Spice1,9.8E+03,8.2E+03,9.0E+03,9.6E+03,1.1E+04,7.8E+03,8.1E+03,6.8E+03
Spice1,1.8E+04,1.8E+04,1.8E+04,1.7E+04,1.7E+04,1.7E+04,1.7E+04,1.9E+04
Spice1,2.3E+04,2.1E+04,2.3E+04,2.2E+04,2.4E+04,2.2E+04,2.3E+04,2.4E+04
Spice1,1.4E+04,1.8E+04,1.2E+04,1.7E+04,1.1E+04,1.2E+04,9.2E+03,9.6E+03
Spice1,1.3E+04,1.3E+04,1.5E+04,1.4E+04,1.4E+04,1.3E+04,1.4E+04,1.3E+04
Spice1,1.9E+04,1.8E+04,2.2E+04,2.1E+04,2.2E+04,2.2E+04,2.0E+04,1.9E+04
Spin1,2.9E+04,3.0E+04,2.5E+04,3.1E+04,3.0E+04,3.0E+04,2.6E+04,2.6E+04
Spn,8.2E+04,7.9E+04,1.1E+05,8.1E+04,7.2E+04,7.2E+04,5.7E+04,5.8E+04
Spn,6.9E+04,7.8E+04,7.8E+04,6.5E+04,5.4E+04,5.4E+04,5.9E+04,5.0E+04
Spn,1.9E+04,1.8E+04,1.8E+04,1.7E+04,2.0E+04,2.0E+04,1.8E+04,1.7E+04
Spn,1.5E+05,1.3E+05,1.9E+05,1.8E+05,1.7E+05,1.7E+05,1.4E+05,1.3E+05
Spn,3.3E+04,3.1E+04,3.4E+04,4.0E+04,4.2E+04,4.2E+04,4.6E+04,4.7E+04
Spn,5.9E+04,4.9E+04,5.2E+04,4.7E+04,6.1E+04,6.7E+04,5.1E+04,4.2E+04
Spn,3.4E+03,5.0E+03,6.3E+03,8.6E+03,8.5E+03,7.8E+03,9.8E+03,9.1E+03
Spn,1.3E+05,1.4E+05,1.5E+05,1.3E+05,1.1E+05,1.2E+05,1.0E+05,9.2E+04
Spn,6.7E+03,6.5E+03,6.5E+03,6.3E+03,6.5E+03,6.6E+03,8.1E+03,7.3E+03
Spn,1.8E+05,1.8E+05,2.6E+05,2.1E+05,2.4E+05,2.4E+05,2.2E+05,2.4E+05
Spn,9.4E+03,9.6E+03,1.2E+04,1.1E+04,1.5E+04,1.3E+04,1.2E+04,1.1E+04
Spn,9.0E+04,8.7E+04,1.1E+05,1.1E+05,9.8E+04,1.0E+05,8.2E+04,8.1E+04
Spn,3.0E+04,3.1E+04,3.9E+04,3.2E+04,4.2E+04,4.5E+04,3.7E+04,4.4E+04
Spn,6.1E+03,5.1E+03,8.1E+03,7.7E+03,8.4E+03,7.0E+03,6.0E+03,6.8E+03
Spn,7.2E+04,7.7E+04,5.5E+04,6.5E+04,5.6E+04,5.3E+04,3.9E+04,5.0E+04
Spn,1.0E+05,1.0E+05,1.1E+05,1.0E+05,1.1E+05,1.1E+05,1.1E+05,1.1E+05
Spn,1.9E+04,2.0E+04,2.3E+04,2.0E+04,2.2E+04,1.9E+04,2.0E+04,2.1E+04
Sprr2a,3.5E+03,3.5E+03,4.2E+03,3.6E+03,5.2E+03,5.1E+03,3.8E+03,5.1E+03
Spry1,6.0E+03,7.1E+03,6.6E+03,6.7E+03,1.4E+04,1.1E+04,7.8E+03,9.2E+03
Sptan1,1.1E+04,1.0E+04,1.2E+04,7.4E+03,1.0E+04,9.9E+03,7.2E+03,6.4E+03
Sptan1,1.1E+04,1.2E+04,1.3E+04,1.1E+04,1.1E+04,1.1E+04,1.0E+04,8.3E+03
Sptan1,3.1E+04,2.7E+04,4.0E+04,2.4E+04,2.3E+04,2.5E+04,1.3E+04,1.3E+04
Sptan1,4.8E+04,5.0E+04,4.4E+04,4.3E+04,4.2E+04,5.3E+04,3.7E+04,3.2E+04
Sptbn1,4.5E+03,3.7E+03,3.8E+03,4.5E+03,5.0E+03,5.7E+03,5.9E+03,6.5E+03
Sptbn1,3.9E+03,5.5E+03,5.6E+03,3.1E+03,4.3E+03,5.2E+03,4.3E+03,3.5E+03
Sptbn1,1.8E+04,2.2E+04,1.5E+04,1.6E+04,1.3E+04,1.1E+04,1.4E+04,1.6E+04
Sptbn1,2.0E+05,2.4E+05,5.8E+04,1.6E+05,1.0E+05,1.4E+05,9.5E+04,1.0E+05
Sptbn1,4.0E+04,4.3E+04,1.5E+04,2.7E+04,1.6E+04,2.6E+04,2.0E+04,2.3E+04
Sptbn1,1.2E+04,1.1E+04,8.1E+03,9.0E+03,1.1E+04,1.1E+04,1.1E+04,1.1E+04
Sptbn1,1.4E+04,1.6E+04,1.2E+04,1.0E+04,1.2E+04,1.5E+04,1.4E+04,1.2E+04
Sptbn1,6.0E+03,6.1E+03,7.2E+03,6.5E+03,5.8E+03,5.6E+03,6.1E+03,5.9E+03
Sptbn1,7.9E+03,6.2E+03,3.6E+03,4.2E+03,5.1E+03,5.1E+03,5.8E+03,6.2E+03
Sptbn1,2.3E+04,2.3E+04,2.3E+04,2.3E+04,2.3E+04,2.3E+04,2.0E+04,2.0E+04
Sptbn1,2.5E+04,2.4E+04,2.8E+04,2.7E+04,2.7E+04,2.7E+04,2.6E+04,2.4E+04
Sptbn1,7.5E+03,8.2E+03,8.6E+03,9.2E+03,5.6E+03,5.3E+03,6.5E+03,6.6E+03
Sptbn1,2.5E+04,2.6E+04,1.9E+04,1.9E+04,2.1E+04,2.5E+04,2.3E+04,2.3E+04
Sptbn1,6.8E+04,7.1E+04,5.7E+04,4.0E+04,4.1E+04,4.9E+04,3.8E+04,4.1E+04
Sptbn1,3.7E+05,4.4E+05,1.3E+05,3.0E+05,1.8E+05,2.4E+05,1.8E+05,2.2E+05
Sptbn1,3.5E+05,3.3E+05,3.2E+05,2.9E+05,3.5E+05,3.2E+05,3.0E+05,2.6E+05
Sptbn1,3.5E+04,3.7E+04,3.9E+04,3.4E+04,3.2E+04,3.2E+04,2.6E+04,2.5E+04
Sptbn1,4.9E+04,4.7E+04,5.4E+04,4.5E+04,4.2E+04,4.3E+04,3.5E+04,3.3E+04
Sptbn1,6.2E+04,6.6E+04,6.2E+04,6.2E+04,5.4E+04,5.5E+04,4.7E+04,4.5E+04
Sptbn1,5.2E+04,5.1E+04,5.1E+04,4.4E+04,5.3E+04,5.2E+04,4.8E+04,4.7E+04
Sqstm1,2.3E+04,2.3E+04,2.3E+04,2.4E+04,2.4E+04,2.6E+04,3.1E+04,3.1E+04
Sra1,8.9E+03,7.0E+03,9.2E+03,8.3E+03,1.1E+04,7.6E+03,1.4E+04,1.1E+04
Srcap,6.2E+03,4.6E+03,4.9E+03,6.9E+03,6.1E+03,4.9E+03,5.8E+03,7.3E+03
Srcap,6.0E+03,5.8E+03,3.7E+03,5.7E+03,4.2E+03,4.1E+03,4.4E+03,4.0E+03
Srcap,1.2E+04,1.2E+04,8.7E+03,1.2E+04,9.0E+03,8.7E+03,7.4E+03,7.6E+03
Srcap,3.7E+04,3.8E+04,3.5E+04,4.2E+04,3.6E+04,3.5E+04,3.9E+04,3.5E+04
Srcap,9.7E+03,9.6E+03,5.5E+03,8.5E+03,7.8E+03,7.5E+03,8.5E+03,9.6E+03
Srcap,8.9E+03,7.8E+03,7.3E+03,1.2E+04,9.3E+03,7.0E+03,7.4E+03,7.3E+03
Srcap,1.1E+04,1.2E+04,9.8E+03,1.1E+04,9.9E+03,1.0E+04,8.9E+03,8.8E+03
Srcap,2.0E+04,1.9E+04,1.1E+04,3.1E+04,1.7E+04,1.6E+04,1.4E+04,1.5E+04
Srek1,2.1E+04,1.4E+04,1.2E+04,1.5E+04,1.7E+04,1.5E+04,2.2E+04,1.9E+04
Srek1,1.6E+04,1.5E+04,1.3E+04,1.5E+04,1.4E+04,1.3E+04,1.5E+04,1.3E+04
Srek1,6.5E+03,6.0E+03,4.4E+03,5.6E+03,3.7E+03,4.5E+03,4.7E+03,4.9E+03
Srek1,1.2E+04,1.2E+04,8.8E+03,1.1E+04,1.0E+04,1.0E+04,9.4E+03,1.1E+04
Srek1,1.8E+04,1.3E+04,1.8E+04,2.0E+04,2.9E+04,2.6E+04,2.1E+04,2.6E+04
Srek1,3.1E+04,3.1E+04,2.4E+04,2.7E+04,2.5E+04,2.4E+04,2.4E+04,2.5E+04
Srek1ip1,1.3E+04,1.5E+04,1.8E+04,1.2E+04,9.4E+03,1.0E+04,9.8E+03,1.1E+04
Srek1ip1,1.8E+04,1.7E+04,1.6E+04,1.5E+04,1.8E+04,1.7E+04,1.5E+04,1.7E+04
Srek1ip1,1.3E+04,1.3E+04,1.5E+04,1.5E+04,1.3E+04,1.2E+04,1.0E+04,1.1E+04
Srek1ip1,1.5E+04,1.8E+04,1.8E+04,2.0E+04,2.3E+04,2.3E+04,2.0E+04,2.2E+04
Srek1ip1,2.0E+04,1.9E+04,1.5E+04,1.6E+04,1.6E+04,1.8E+04,1.7E+04,1.8E+04
Srgap2,8.1E+03,1.0E+04,9.7E+03,8.1E+03,8.6E+03,6.5E+03,5.6E+03,7.8E+03
Srgap2,5.2E+03,5.4E+03,5.0E+03,3.6E+03,4.7E+03,4.7E+03,4.6E+03,5.0E+03
Srgap2,7.6E+03,6.1E+03,1.8E+04,1.2E+04,9.9E+03,1.2E+04,7.1E+03,7.1E+03
Srgap2,3.6E+04,3.7E+04,2.7E+04,3.9E+04,2.9E+04,3.2E+04,2.4E+04,2.5E+04
Srgap2,1.3E+04,1.3E+04,1.3E+04,1.4E+04,1.3E+04,1.2E+04,1.1E+04,1.0E+04
Srgap2,4.9E+03,4.2E+03,7.5E+03,9.3E+03,6.7E+03,6.2E+03,5.7E+03,6.7E+03
Srgap2,3.3E+04,3.2E+04,4.2E+04,4.8E+04,4.6E+04,4.2E+04,4.0E+04,4.1E+04
Srp14,9.2E+03,8.8E+03,7.5E+03,7.8E+03,6.2E+03,6.1E+03,6.8E+03,7.1E+03
Srp72,6.3E+04,5.8E+04,5.7E+04,5.8E+04,6.6E+04,6.3E+04,6.9E+04,6.5E+04
Srp72,3.7E+03,4.4E+03,3.3E+03,3.9E+03,5.4E+03,3.9E+03,4.8E+03,5.3E+03
Srp72,2.0E+04,1.9E+04,1.3E+04,1.6E+04,2.2E+04,2.0E+04,2.0E+04,2.0E+04
Srp72,8.3E+04,8.9E+04,7.2E+04,7.8E+04,7.3E+04,7.7E+04,8.6E+04,8.5E+04
Srp72,6.4E+04,6.5E+04,6.3E+04,6.8E+04,6.7E+04,6.7E+04,6.7E+04,7.1E+04
Srp72,6.1E+04,6.2E+04,6.2E+04,6.2E+04,6.5E+04,6.3E+04,6.9E+04,6.8E+04
Srp72,1.1E+05,1.2E+05,1.1E+05,1.1E+05,1.2E+05,1.2E+05,1.3E+05,1.3E+05
Srpk1,7.1E+03,4.5E+03,5.0E+03,7.0E+03,4.3E+03,5.8E+03,7.4E+03,6.0E+03
Srpk1,4.4E+05,4.1E+05,1.8E+05,3.4E+05,3.5E+05,3.8E+05,5.5E+05,5.3E+05
Srpk1,3.0E+04,3.2E+04,2.4E+04,2.6E+04,3.2E+04,3.0E+04,2.7E+04,2.9E+04
Srpk1,2.1E+04,2.1E+04,1.3E+04,2.1E+04,2.1E+04,2.0E+04,2.3E+04,2.3E+04
Srpk1,3.3E+03,3.9E+03,3.6E+03,4.1E+03,4.1E+03,5.8E+03,7.0E+03,6.3E+03
Srpk1,7.1E+03,7.4E+03,6.4E+03,7.1E+03,6.8E+03,6.7E+03,8.7E+03,1.1E+04
Srpk1,2.4E+04,2.6E+04,3.0E+04,2.6E+04,2.3E+04,2.5E+04,2.0E+04,1.9E+04
Srpk1,2.6E+04,2.8E+04,2.7E+04,1.9E+04,2.6E+04,2.5E+04,3.2E+04,3.1E+04
Srpk1,2.4E+04,2.4E+04,2.8E+04,2.5E+04,3.0E+04,2.7E+04,2.4E+04,2.4E+04
Srpk1,2.4E+04,2.4E+04,3.0E+04,2.5E+04,3.0E+04,2.7E+04,2.4E+04,2.5E+04
Srpk1,5.8E+03,5.6E+03,5.2E+03,5.3E+03,5.9E+03,5.9E+03,8.0E+03,6.8E+03
Srpk1,5.5E+04,6.0E+04,5.1E+04,6.3E+04,6.1E+04,6.1E+04,6.7E+04,6.5E+04
Srpk1,1.0E+05,1.1E+05,1.0E+05,1.0E+05,1.1E+05,1.0E+05,1.1E+05,1.0E+05
Srpk1,7.4E+04,7.5E+04,6.9E+04,8.9E+04,9.0E+04,8.4E+04,7.8E+04,7.9E+04
Srpk1,3.3E+04,3.5E+04,2.9E+04,3.2E+04,3.3E+04,3.4E+04,4.2E+04,4.1E+04
Srpk1,6.2E+03,5.5E+03,6.2E+03,7.1E+03,6.6E+03,5.8E+03,8.8E+03,7.8E+03
Srpk2,3.8E+03,4.2E+03,7.2E+03,5.9E+03,7.1E+03,5.7E+03,4.9E+03,4.8E+03
Srrm1,1.4E+04,1.4E+04,1.1E+04,7.4E+03,1.1E+04,1.3E+04,1.3E+04,1.3E+04
Srrm1,9.5E+03,8.5E+03,1.1E+04,6.9E+03,9.0E+03,9.5E+03,6.2E+03,8.8E+03
Srrm1,6.2E+05,5.1E+05,4.6E+05,4.8E+05,5.3E+05,5.7E+05,5.1E+05,6.1E+05
Srrm1,9.2E+04,8.6E+04,1.1E+05,8.6E+04,9.0E+04,9.3E+04,7.2E+04,7.6E+04
Srrm1,1.3E+05,1.3E+05,1.5E+05,1.4E+05,1.4E+05,1.4E+05,1.3E+05,1.4E+05
Srrm1,2.4E+04,1.3E+04,3.0E+04,2.2E+04,2.1E+04,1.9E+04,1.4E+04,1.5E+04
Srrm1,6.2E+03,5.4E+03,7.3E+03,5.5E+03,5.5E+03,5.6E+03,5.0E+03,5.0E+03
Srrm1,1.5E+04,8.7E+03,2.0E+04,1.5E+04,1.4E+04,1.3E+04,1.0E+04,1.1E+04
Srrm1,2.3E+04,2.2E+04,2.4E+04,2.0E+04,2.0E+04,2.2E+04,1.7E+04,1.8E+04
Srrm1,9.2E+03,7.8E+03,1.0E+04,7.7E+03,7.5E+03,7.9E+03,6.1E+03,6.9E+03
Srrm1,6.0E+04,5.6E+04,6.6E+04,5.9E+04,6.5E+04,6.9E+04,5.6E+04,6.5E+04
Srrm1,3.9E+04,3.1E+04,4.2E+04,3.9E+04,3.6E+04,3.6E+04,3.0E+04,3.3E+04
Srrm1,5.2E+04,5.0E+04,5.5E+04,4.8E+04,4.7E+04,4.6E+04,4.6E+04,5.0E+04
Srrm1,1.8E+05,1.7E+05,1.8E+05,1.6E+05,1.6E+05,1.6E+05,1.4E+05,1.5E+05
Srrm1,2.0E+04,1.9E+04,2.0E+04,1.9E+04,1.9E+04,1.9E+04,1.8E+04,1.7E+04
Srrm1,3.2E+04,3.1E+04,3.3E+04,2.8E+04,2.7E+04,2.8E+04,2.5E+04,2.7E+04
Srrm1,3.1E+04,2.9E+04,3.3E+04,2.7E+04,2.7E+04,2.7E+04,2.4E+04,2.6E+04
Srrm1,4.1E+04,4.2E+04,4.8E+04,3.6E+04,3.9E+04,3.9E+04,3.2E+04,3.5E+04
Srrm1,7.2E+04,7.7E+04,7.6E+04,5.6E+04,7.1E+04,7.3E+04,6.3E+04,6.3E+04
Srrm1,2.6E+05,2.6E+05,2.8E+05,2.4E+05,2.3E+05,2.4E+05,2.3E+05,2.3E+05
Srrm1,1.4E+05,1.3E+05,1.6E+05,1.2E+05,1.2E+05,1.3E+05,1.1E+05,1.2E+05
Srrm1,8.9E+04,8.1E+04,1.1E+05,6.3E+04,7.2E+04,8.5E+04,6.1E+04,6.9E+04
Srrm1,8.2E+04,7.5E+04,8.4E+04,8.6E+04,1.2E+05,1.1E+05,1.1E+05,1.2E+05
Srrm1,1.8E+05,1.8E+05,2.2E+05,1.3E+05,1.6E+05,1.7E+05,1.2E+05,1.3E+05
Srrm1,1.5E+05,1.3E+05,1.5E+05,1.4E+05,1.4E+05,1.3E+05,1.3E+05,1.4E+05
Srrm1,6.8E+05,5.3E+05,8.0E+05,6.5E+05,7.0E+05,7.1E+05,5.7E+05,6.6E+05
Srrm1,2.8E+04,2.8E+04,3.0E+04,2.7E+04,2.9E+04,2.8E+04,2.6E+04,2.6E+04
Srrm1,4.6E+05,4.5E+05,5.2E+05,4.7E+05,5.2E+05,5.0E+05,5.8E+05,5.7E+05
Srrm1,4.9E+04,5.2E+04,5.6E+04,3.1E+04,3.8E+04,4.5E+04,3.1E+04,3.7E+04
Srrm1,1.8E+05,1.7E+05,1.9E+05,1.8E+05,2.1E+05,2.1E+05,2.2E+05,2.3E+05
Srrm1,1.6E+05,1.6E+05,1.8E+05,1.7E+05,1.7E+05,1.7E+05,1.8E+05,1.8E+05
Srrm1,5.3E+04,5.3E+04,5.4E+04,5.1E+04,5.1E+04,5.1E+04,4.8E+04,4.8E+04
